State name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Away_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,Male_Literate_pct,Female_Literate_pct,Male_SC_pct,Female_SC_pct,Male_ST_pct,Female_ST_pct,Male_Workers_pct,Female_Workers_pct,Main_Workers_pct,Marginal_Workers_pct,Non_Workers_pct,Cultivator_Workers_pct,Agricultural_Workers_pct,Household_Workers_pct,Other_Workers_pct,Hindus_pct,Muslims_pct,Sikhs_pct,Jains_pct,Buddhists_pct,Others_Religions_pct,Religion_Not_Stated_pct,LPG_or_PNG_Households_pct,Housholds_with_Electric_Lighting_pct,Households_with_Internet_pct,Households_with_Computer_pct,Rural_Households_pct,Urban_Households_pct,Below_Primary_Education_pct,Primary_Education_pct,Middle_Education_pct,Secondary_Education_pct,Higher_Education_pct,Graduate_Education_pct,Other_Education_pct,Literate_Education_pct,Illiterate_Education_pct,Total_Education_pct,Age_Group_0_29_pct,Age_Group_30_49_pct,Age_Group_50_pct,Age not stated_pct,Households_with_Bicycle_pct,Households_with_Car_Jeep_Van_pct,Households_with_Scooter_Motorcycle_Moped_pct,Households_with_Telephone_Mobile_Phone_Landline_only_pct,Households_with_Telephone_Mobile_Phone_Mobile_only_pct,Households_with_Television_pct,Households_with_Telephone_Mobile_Phone_pct,Households_with_Telephone_Mobile_Phone_Both_pct,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car_pct,Ownership_Owned_Households_pct,Ownership_Rented_Households_pct,Type_of_latrine_facility_Pit_latrine_Households_pct,Type_of_latrine_facility_Other_latrine_Households_pct,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households_pct,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households_pct,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households_pct,Main_source_of_drinking_water_Un_covered_well_Households_pct,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households_pct,Main_source_of_drinking_water_Spring_Households_pct,Main_source_of_drinking_water_River_Canal_Households_pct,Main_source_of_drinking_water_Other_sources_Households_pct,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households_pct,Location_of_drinking_water_source_Near_the_premises_Households_pct,Location_of_drinking_water_source_Within_the_premises_Households_pct,Main_source_of_drinking_water_Tank_Pond_Lake_Households_pct,Main_source_of_drinking_water_Tapwater_Households_pct,Main_source_of_drinking_water_Tubewell_Borehole_Households_pct,Location_of_drinking_water_source_Away_Households_pct,Power_Parity_Less_than_Rs_45000_pct,Power_Parity_Rs_45000_90000_pct,Power_Parity_Rs_90000_150000_pct,Power_Parity_Rs_45000_150000_pct,Power_Parity_Rs_150000_240000_pct,Power_Parity_Rs_240000_330000_pct,Power_Parity_Rs_150000_330000_pct,Power_Parity_Rs_330000_425000_pct,Power_Parity_Rs_425000_545000_pct,Power_Parity_Rs_330000_545000_pct,Power_Parity_Above_Rs_545000_pct,Total_Power_Parity_pct
GUJARAT,12493,60439692,31491260,28948432,41093358,23474873,17618485,4074447,2110331,1964116,8917174,4501389,4415785,24767747,18000914,6766833,20365374,4402373,35671945,5447500,6839415,343999,12136833,53533988,5846761,316178,58246,30483,579654,16480,57902,4667397,11013214,381622,1077510,9293240,8230790,17524030,6667022,14528220,5920431,7345431,3491202,3384559,620698,41957563,14190067,56147630,34370917,16291242,9538689,238844,4241134,743279,4158404,402969,7136827,766063,6550293,8399799,860003,6985686,10222752,1649636,544037,32690,25234,100175,4922415,583756,2585438,11356,41685,243633,323729,2867196,7801134,27055,8408796,1169970,1513388,8249,29274,36299,65573,10745,11626,22371,8419,13429,21848,12669,130705,74.54408937590938,60.86162110611034,6.701322843226978,6.784878711220006,14.29408985223202,15.25396954142456,57.16161881106059,23.37547332442738,33.69536363620119,7.283910381277257,59.02072598252155,9.013116744539333,11.31609836794006,0.5691607429104701,20.08089816208858,88.5742237071625,9.673710779333554,0.09637044477327912,0.9590618032931075,0.0504353993067999,0.02726684973841362,0.0958012823758268,26.63426734603856,62.84635440592147,2.177706840264483,6.1487568784121,53.03140887113295,46.96859112886705,11.03086693426565,24.03754804044997,9.795600877648416,12.1533230182576,5.776339826483563,5.599894519647783,1.026970819110064,69.42054403586305,23.47805974921249,92.89860378507554,56.86812070451981,26.9545417273139,15.78216017381425,0.3951773943520427,24.20181887385493,4.241484407410852,23.72972427004519,2.299522427204244,40.72594602953772,37.37891911849044,47.93303252733532,4.907564070593351,4.371500162919146,58.33562257083559,9.413565258676229,3.104519907806595,0.1865438486466869,0.1439965578693942,0.5716436230707206,28.08951479768067,3.331174393104783,14.75367252852226,0.06480244555618771,0.2378733658867281,1.390279519037573,1.847343333696644,16.3615104516484,44.51678067202579,0.1543880032161552,47.98437345747525,6.676375240170213,8.636072866800616,0.04707250558233465,0.1670506156403521,0.2071384264920798,0.3741890421324319,0.06131580464082748,0.06634318704088044,0.1276589916817079,0.04804260207269675,0.07663191628866191,0.1246745183613587,0.07229501433174904,0.7458615398398656
HARYANA,1659,25351462,13494734,11856728,16598988,9794067,6804921,5113615,2709656,2403959,0,0,0,8916508,6806636,2109872,7015283,1901225,16434954,2480801,1528133,262280,4645294,22171128,1781342,50353,1243752,7514,52613,2548,42212,2075925,4270297,248076,622942,4444365,2643643,7088008,2534054,3514393,3001803,3217040,2137786,1866017,322513,16593606,7034207,23627813,15006789,6403218,3909921,31534,2112462,495654,1572760,210845,3157367,418399,3203191,3743361,375149,3237942,4168621,450538,820477,38527,32432,144453,1407940,108217,1178294,1421,14418,91628,151256,1009796,3138890,43789,3245527,610452,569268,2227,10973,11667,22640,8286,5636,13922,4958,7820,12778,4461,56038,72.57695483290001,57.39290806030129,20.07935836304739,20.27506239495415,0.0,0.0,50.43920095053375,17.79472380575822,27.67210427548518,7.499468866923729,64.8284268575911,9.785632875926446,6.02779042881235,1.034575441842368,18.32357439582774,87.45502724852713,7.026584896760589,4.90603658282114,0.2075343820407675,0.02963931626507379,0.0100507024013053,0.1665071623877155,29.2878478692462,60.24678583884216,3.499939616320975,8.788675182082187,62.70259570813126,37.29740429186874,9.99569176720459,13.86268373792407,11.84074906606964,12.68976124532779,8.432594538334712,7.360589302502555,1.27216726199065,65.454236919354,27.74675085799785,93.20098777735186,59.19496477165696,25.25778592177445,15.42286200298823,0.1243873035803616,29.80332414974701,6.992853281203971,22.1890268746875,2.9746721504829,44.54519520858329,45.19169560756703,52.8125955839779,5.29272822491171,5.902913766463017,58.81230664525209,6.356341584264577,11.57556537746571,0.5435518695802827,0.457561560314266,2.037991492108925,19.86369089876874,1.526761820810586,16.62376791899784,0.0200479457698129,0.2034139916320636,1.29271863124308,2.133970503419297,14.24654148245882,44.28451548023084,0.61778993477434,45.78898612981249,8.612462062683903,8.031424343764849,0.03141926476380952,0.1548107733512716,0.1646019586885342,0.3194127320398058,0.1169016739258759,0.07951458294065131,0.1964162568665272,0.06994913098292214,0.1103271892469647,0.1802763202298869,0.06293728788116493,0.7906029451434028
HIMACHAL PRADESH,342,6864602,3481873,3382729,5039736,2752590,2287146,1729252,876300,852952,392126,196118,196008,3559422,2043373,1516049,2062501,1496921,3305180,2062062,175038,58719,1263603,6532765,149881,12646,79896,78659,1805,856,8094,569556,1428783,41193,123338,2612611,321052,2933663,648716,1117178,982486,1166943,776104,425328,65479,5182234,1379928,6562162,3648872,1905011,1300556,10163,139577,122529,229087,109706,907586,61108,1098553,1215027,197735,1020523,1287937,152194,119972,3940,3069,25111,437990,19644,62688,10276,4941,27653,49941,516385,820157,7071,1321458,9591,140039,1922,4634,3682,8316,1322,758,2080,920,1358,2278,1564,16154,79.05486501087202,67.6124513669289,25.16748887739444,25.21490784511559,5.632543174320258,5.794374896718005,58.68602904241481,44.81733535261028,30.04545638625517,21.80637712135387,48.14816649239096,30.03906125948744,2.549863779429601,0.855388265772728,18.40752020291927,95.16596883548384,2.183389510418812,1.163883936752633,0.02629431393109171,1.145863955404844,0.01246976882272272,0.1179092393120533,19.41449989313701,48.70303780631927,1.404149010980471,4.204232047102888,89.05627537996014,10.94372462003986,9.450161859347418,16.2744759273735,14.31235197612331,16.99942691506368,11.30588488597008,6.195960086251176,0.9538644775035756,75.49212612763274,20.10208312149779,95.59420924913053,53.15489521460967,27.75122286769138,18.945832547903,0.1480493697959474,4.757772109475424,4.176655600864857,7.808906476306242,3.739556997514711,30.93695492631567,37.44646198285216,41.41672032540888,6.740208401578504,2.082993172699114,43.90200919464846,5.187848774722932,4.089494941988906,0.1343030879824983,0.1046132428980425,0.8559606198803339,14.92979936686661,0.6696065635350754,2.136850756204785,0.3502788152558763,0.1684242532288133,0.942609972583763,1.702342770795419,17.60205585985848,27.95675576915276,0.2410297297269659,45.04464214192291,0.3269291667106958,4.773520339589107,0.06551536423917811,0.1579595202311922,0.1255086218151165,0.2834681420463087,0.04506311733829005,0.02583800525145526,0.07090112258974532,0.03136011191469504,0.04629025215234334,0.07765036406703837,0.05331219025498157,0.5506426607282432
JAMMU AND KASHMIR,253,12541302,6640662,5900640,7067233,4264671,2802562,924991,486232,438759,1493299,776257,717042,4322713,3195090,1127623,2644149,1678564,8218589,1245316,547705,172586,2357106,3566674,8567485,35631,234848,112584,2490,1508,20082,635867,1715557,57977,168360,2663460,940172,3603632,1105608,1526226,1771552,1457576,863950,615858,133919,7474689,4121757,11596446,7725207,3069723,1731253,15119,208108,150465,260306,72820,1194854,76556,1028155,1400207,132533,1031297,1949265,44083,110275,256031,64479,107171,928610,93703,258427,125070,135385,63256,337048,578386,970643,13337,1288451,29439,466059,3325,6865,3080,9945,1527,1970,3497,1677,1048,2725,1193,20686,64.2205701780937,47.4958987499661,7.322041085662844,7.435786626535426,11.68945204559425,12.15193606117302,48.11402839054299,19.11018126847257,21.08352864798248,13.38428817039889,65.53218318161862,9.929718620921497,4.367210039276624,1.376141009920661,18.7947471482626,28.4394235941372,68.31415908810744,1.872596641082401,0.01985439789265899,0.8977058362839839,0.01202426988840553,0.1601269150523606,17.64517020605878,47.60633161210689,1.60884907226931,4.671953185008902,73.91043258579121,26.08956741420878,8.815735399721655,12.16959770205677,14.12574228736379,11.62220637059852,6.888838176450898,4.910638464810113,1.067823739512851,59.6005821405146,32.86546325094476,92.46604539145935,61.59812593620663,24.47690837841239,13.80441201399982,0.1205536713811692,5.774951493382232,4.175370848077717,7.223434579335515,2.020739076576076,33.15693722333468,28.53107642511777,38.85543806914801,3.677761769237258,2.124412259631394,54.09167750758124,1.22329361044635,3.060107136355766,7.104804264142399,1.789278150488174,2.973971815102097,25.7687244424514,2.600237760126451,7.171292740213207,3.470665151158609,3.756904145595333,1.755340167919477,9.35300829829461,16.05008502533,26.93513100116771,0.3700988336211911,35.75423350663996,0.8169258126245965,12.93303533768154,0.09226802292797932,0.1905022488422791,0.08546932650170716,0.2759715753439863,0.04237391609354118,0.05466706922349452,0.0970409853170357,0.04653638329329965,0.02908177083564581,0.07561815412894546,0.03310548912874567,0.5740319766280242
JHARKHAND,8580,32988134,16930315,16057819,18328069,10882519,7445550,3985644,2043458,1942186,8645042,4315407,4329635,13098274,8424769,4673505,6818595,6279679,19889860,3814832,4436052,455162,4392228,22376051,4793994,1418608,71422,8956,14974,4235786,68343,720832,2829867,91074,426421,5746528,2049505,7796033,4779714,5937774,4514320,2790642,1636646,1154047,151720,20964863,11657684,32622547,20576647,7766660,4528093,116734,3636649,171952,992375,122465,2725805,176727,1657422,2968491,120221,1361867,5519412,473942,85875,17139,9317,59926,4759333,2139230,2921319,50434,99758,46150,207421,2778252,1433182,11079,795637,214535,1970173,8113,14742,8260,23002,3288,507,3795,708,1151,1859,1634,38409,64.27830196898286,46.36713117765246,12.06981677541144,12.09495511189907,25.48923041301949,26.96278367566604,49.76144271385382,29.10423264828182,20.66984146481277,19.03617525016723,60.29398328502,11.5642551955197,13.44741718340298,1.379774921491467,13.31456941456585,67.8306053928361,14.53248007298625,0.2165081541138399,0.0453920794671199,0.02714915611777253,12.84033222370201,0.2071744949259634,9.246138388588145,36.29880735497143,1.168209523997654,5.469717739778679,73.71092451763609,26.28907548236392,14.48919178029288,17.99972681085871,13.68467825430805,8.459532751988942,4.961317302761048,3.498370050273229,0.4599229529017919,63.55273990338466,35.33902220719729,98.89176211058195,62.37590462073423,23.54379911273551,13.72642963072722,0.3538666358030436,46.64742953243015,2.205634583640167,12.72923036626448,1.570863027388417,34.96400028065556,21.25981252259963,38.07694246548212,1.542079157438148,2.266883683021865,70.79769929142168,6.079271342232646,1.101521761131591,0.219842578911608,0.1195094992543002,0.7686729904811845,61.04813820054379,27.43998133409646,37.47186549877355,0.646918759835932,1.279599509134967,0.5919677353854198,2.660596741958378,35.6367398650057,18.38347785341596,0.1421107376020599,10.20566485544635,2.751848279759719,25.2714810211809,0.1040657472845484,0.1890961723738214,0.1059513216529484,0.2950474940267698,0.04217529607686371,0.006503307515501794,0.0486786035923655,0.009081541855967002,0.01476391903420624,0.02384546089017325,0.02095937767323458,0.4926736456862099
KARNATAKA,17085,61095297,30966657,30128640,40647322,22508471,18138851,10474992,5264545,5210447,4248987,2134754,2114233,27872597,18270116,9602481,23397181,4475416,33222700,6580649,7155963,913227,13222758,51317472,7893065,1142647,28773,95710,440280,11263,166087,4282430,11945467,638468,1692253,10620687,7378379,17999066,6004302,12425200,7721533,8431196,4702161,4355748,791768,44431908,15548499,59980407,33676315,16740325,10632806,45851,4465369,833478,3374302,920192,7450784,917186,7911490,9433399,1062423,6749396,9786047,3033730,1789119,98537,61802,155429,5926298,1051685,2831342,42476,107435,183932,458615,4919991,5859220,124772,8706964,2101712,2400700,11566,25778,25473,51251,10663,4970,15633,6956,10222,17178,7569,103198,72.68615078469723,60.20467900310137,17.00068883767466,17.29399999468944,6.893717975434028,7.017352923995242,58.9993165875154,31.87160455964823,38.29620633483458,7.325303615432134,54.37849004973329,10.77112203906628,11.71278862921315,1.494758262653179,21.64284101933411,83.99578121373239,12.91926774658285,0.04709527805389014,0.7206446676247437,0.1566569027399932,0.01843513421335852,0.2718490753879141,23.79251234480722,66.36714927319007,3.547228506190266,9.401893409358019,59.00687846802718,40.99312153197283,9.82776464774367,20.33740829510985,12.63850636490072,13.80007367833894,7.696436928688636,7.129432564997597,1.295955726346661,72.72557820612607,25.44958411446957,98.17516232059565,55.12096127464606,27.40034965375485,17.40364074177428,0.07504832982479813,24.8088928614407,4.630673613841962,18.74709498815105,5.112443056767501,41.39539240536148,43.95500299848892,52.41049174440496,5.90265628227598,5.095742190178091,54.36974896364067,16.85493013915278,9.940065778968753,0.5474561846709157,0.3433622611306609,0.8635392525367704,32.9255862498643,5.842997631099302,15.73049401563392,0.2359900230378621,0.5968920831780938,1.021897469568699,2.547993323653572,27.33470170063269,32.55291135662262,0.6932137478689172,48.37453232295498,11.67678367310837,13.33791431177596,0.06425888987795256,0.1432185425621529,0.1415240101903065,0.2847425527524595,0.05924196288851877,0.02761254389533323,0.08685450678385201,0.03864644976578229,0.05679183575414413,0.09543828551992642,0.04205218204100146,0.573351972819034
KERALA,8323,33406061,16027412,17378649,28135824,13704903,14430921,3039573,1477808,1561765,484839,238203,246636,11619063,8451569,3167494,9329747,2289316,21786998,670253,1322850,273022,9352938,18282492,8873472,6141269,3814,4752,4489,7618,88155,2765913,7284706,483609,1214644,5857785,5360068,11217853,2505698,5405604,6417918,7583656,3808994,2992499,683541,29397910,3633601,33031511,15711427,9796202,7863946,34486,1577993,788957,1857699,893306,3608956,665427,5929498,6919494,2417232,7345977,6996527,563891,2183566,16776,12052,342003,289724,3657463,323796,108527,15215,162466,342001,1086145,5999089,55793,2263713,285394,631136,8054,15744,14093,29837,4013,4103,8116,2070,2348,4418,1542,51966,85.50914520697415,83.03822121040594,9.220502973281027,8.986688205740274,1.486222479337276,1.419189719523077,52.73196321402357,18.22635349847966,27.92830618371918,6.852995927894642,65.21869788838617,2.006381416833311,3.959910149239085,0.8172828278078041,27.99772771773362,54.72806865796001,26.56246122522496,0.01141708985085072,0.01343768126388801,0.01422496354778254,0.02280424501410088,0.2638892385426704,24.65634912491722,64.93850472100142,4.311065584475033,10.82777604591538,52.21841470021046,47.78158529978954,7.500728685132916,16.18150670322969,19.21183703759626,22.70143732300555,11.40210454623788,8.957952270996572,2.046158629716925,88.0017251959158,10.87707108000551,98.8787962759213,47.03166590038855,29.32462465419075,23.54047668176143,0.1032327636592653,14.06680048312275,7.033048124271195,16.5602009582404,7.963252861309557,32.17153942024378,52.85769032630397,61.68287282780403,21.5480805462507,5.931857013993675,62.36957285854967,5.026728376633211,19.46509728733297,0.1495473331661593,0.1074358881329609,3.048738470721626,2.582704551396778,32.60394836694687,2.886434685852988,0.9674489405414743,0.1356320144327083,1.448280700415668,3.048720641998072,9.68228947196937,53.47804967670729,0.4973589866082218,20.17955664065129,2.544105364903605,5.626174634308366,0.07179626974965708,0.1403477118125901,0.1256301005192348,0.265977812331825,0.03577333380995455,0.03657562636985883,0.07234896017981336,0.01845272887779863,0.02093092145172521,0.03938365032952384,0.01374594585969347,0.4632437240887361
LAKSHADWEEP,587,64473,33123,31350,52553,28023,24530,0,0,0,61120,30515,30605,18753,15318,3435,10804,7949,45720,0,0,264,18489,1788,62268,317,8,10,11,7,64,1779,10669,327,1501,5289,15953,21242,5641,13391,13836,13997,6642,3491,1059,58057,5953,64010,33877,19244,11237,115,9027,245,4109,870,4977,842,6855,10023,4176,10467,8934,1582,43,0,0,45,195,6942,271,0,1,547,586,1534,8956,38,2168,5,213,104,369,426,795,136,162,298,158,184,342,322,1861,84.60284394529481,78.24561403508771,0.0,0.0,92.12631706065272,97.62360446570972,46.24581106783806,10.95693779904306,16.75740232345323,12.32919206489538,70.9134056116514,0.0,0.0,0.409473733190638,28.67712065515797,2.773253920245685,96.57996370573728,0.01240829494517085,0.01706140554960991,0.01551036868146356,0.01085725807702449,0.09926635956136677,8.374917616043687,50.22596742302985,1.53940306939083,7.06618962432916,24.89878542510121,75.10121457489879,8.749398973213593,20.76993470134785,21.46014610767298,21.70986304344454,10.30198687822809,5.414669706698929,1.642548043366991,90.04854745397299,9.233322476075257,99.28186993004825,52.54447598219409,29.84815349060847,17.4290012873606,0.1783692398368309,42.49599849355052,1.153375388381508,19.34375294228415,4.095659542415969,23.42999717540721,32.27097260144996,47.18482252141983,19.65916580359665,3.963845212315224,42.05818661143019,7.447509650692025,0.2024291497975708,0.0,0.0,0.2118444590904811,0.9179926560587516,32.68053855569156,1.275774409189342,0.0,0.004707654646455136,2.575087091610959,2.75868562282271,7.221542227662178,42.1617550136522,0.1788908765652952,10.20619527351473,0.02353827323227568,1.002730439694944,0.4895960832313341,1.737124564541945,2.005460879389888,3.742585443931833,0.6402410319178985,0.7626400527257321,1.402881084643631,0.7438094341399115,0.866208454947745,1.610017889087657,1.515864796158554,8.760945297053008
MADHYA PRADESH,22125,72626809,37612306,35014503,42851169,25174328,17676841,11342320,5908638,5433682,15316784,7719404,7597380,31574133,20146970,11427163,22702119,8872014,41052676,9844439,12192267,959259,8578168,66007121,4774695,213282,151412,216052,567028,599594,97625,2717504,10044644,212473,883603,13453987,5044776,18498763,10486391,10363593,7486768,5754570,4267299,3476419,391303,42226343,26761119,68987462,44264116,17814066,10465765,82862,5947760,401774,2815403,359303,6074734,426457,4811219,6886675,452638,4313282,13602044,1002274,347169,60975,41363,187638,10476518,2833019,8179527,44947,110669,86179,299795,6821967,3577237,58000,3496868,1134605,4568393,16130,32115,24381,56496,3729,2761,6490,2408,3756,6164,3989,89277,66.93109430727273,50.48434073161056,15.70932130563864,15.51837534292576,20.52361267081045,21.69780904786796,53.56483593428172,32.63551391833264,31.25859350367438,12.21589399583837,56.52551250048725,13.55482794239246,16.78755705761491,1.320805654562078,11.81129684494331,90.88533822269405,6.574287189183818,0.2084794886141838,0.7807419984540419,0.297482435170737,0.8255821896291768,0.1344200596779627,14.69019306858518,54.29900366851557,1.148579502315912,4.776551815924124,72.72911707663913,27.27088292336087,14.43873294777415,14.26965213355305,10.30854598058962,7.923479055785034,5.875652611971428,4.786688342592609,0.538785891033709,58.1415369632996,36.84743880183418,94.98897576513377,60.94735072278888,24.52822345533589,14.41033296671481,0.1140928551604133,32.15220390682339,2.171896574922334,15.21941223853725,1.942308250557078,32.83859574826706,26.00832823254182,37.22775949937841,2.44685550055428,2.305327118359211,73.52947870081907,5.418059575118617,1.876714675462354,0.3296166343663087,0.2235987346829623,1.01432728231612,56.6336138259623,15.31464022756549,44.21661599751292,0.2429730031137758,0.598250812770562,0.4658635823379109,1.620621876176261,36.87796313731896,19.33770922953065,0.3135344779540124,18.90325315265675,6.133410109638142,24.69566748868559,0.08719501947238309,0.1736062027498812,0.131798001844772,0.3054042045946532,0.02015810462569849,0.01492532230398324,0.03508342692968174,0.01301708660195279,0.02030406033095294,0.03332114693290573,0.02156360400963027,0.4826106480741442
MAHARASHTRA,17990,112374333,58243056,54131277,81554290,45257584,36296706,13275898,6767759,6508139,10510213,5315025,5195188,49427878,32616875,16811003,43762890,5664988,62946455,12569373,13486140,1225426,22146939,89703057,12971152,1080073,223247,6531200,1400349,178965,286290,10335795,20004164,1379351,3174031,17519193,16050569,33569762,10211270,18242722,15861646,17831786,10618622,8463507,1209278,82438831,22824116,105262947,61782561,30272010,19912066,407696,7264830,1407482,5941782,1495311,12799041,1726271,13525610,16458761,2164409,12653950,19331240,3757010,2089655,209382,154331,389057,8094313,2913516,3699744,82609,86630,246243,511658,6564667,14153281,96176,16179312,1351069,3112632,15240,61796,70807,132603,29860,23999,53859,31912,40163,72075,43658,317442,77.70468637497319,67.05311238085146,11.61985559274225,12.02288096768898,9.125594302606649,9.597386738169876,56.00131112625684,31.05598820437951,38.94384850319868,5.041176084222008,56.01497541257932,11.18527039444141,12.00108569276224,1.090485671670238,19.7081828285468,79.82521862888387,11.54280666564668,0.1986636930694841,1.246146662334361,5.812003351334686,0.1592578974417583,0.254764582228933,30.78900291279992,59.5898296806513,4.108909083120697,9.455029797351557,52.18742092958538,47.81257907041462,9.08683480239211,16.23388678978855,14.11500791733287,15.86820186065087,9.449330391131221,7.531530353999965,1.076115842218169,73.36090795751376,20.31079107717596,93.67169903468971,54.9792460169708,26.93854476537805,17.71940750918628,0.362801708464868,21.64099346310528,4.192707711183654,17.6998037698331,4.454338997101022,38.12669568524198,40.29105121448284,49.02853049717778,6.44749581483479,5.142339108629963,57.58527570138865,11.19164919906194,6.224813270943059,0.6237220269836885,0.4597321839815248,1.158950724762362,24.11191655156804,8.678989145052622,11.02106115616786,0.2460815778199441,0.2580596192490134,0.7335262013475103,1.524163322933299,19.55529800896414,42.16080233157447,0.2864959245168315,48.19608789600593,4.024660645494001,9.27213007944471,0.04539799835339911,0.1840823298062107,0.210924938937607,0.3950072687438178,0.08894909651131873,0.07148993192147148,0.1604390284327902,0.09506174038409924,0.1196404073403916,0.2147021477244909,0.1300515624745865,0.9456188578280657
MANIPUR,2484,2855794,1438586,1417208,1908476,1039858,868618,97328,48863,48465,1167422,588279,579143,1304610,739408,565202,974163,330447,1551184,574031,134077,91356,524305,1181876,239836,1179043,1527,7084,1692,233767,10969,150449,346635,10886,45707,397837,212127,609964,248408,476583,593970,394644,276496,251453,20342,2261896,737422,2999318,1700955,737266,409796,7777,226207,30423,100452,15423,265308,19524,240325,291705,10974,452865,474799,24691,175563,40739,27713,80450,45230,23671,34620,28389,76001,17046,239031,234183,81420,117595,195600,1833,191549,716,1308,807,2115,262,117,379,72,49,121,36,3366,72.2833393345966,61.29079147168235,3.39659916056461,3.41975207591264,40.8928628528291,40.86506708965798,51.39824800185738,39.8813723885273,34.11180918511629,11.57110771995459,54.31708309492912,20.10057448121258,4.694911467703903,3.198970233847399,18.35934244556855,41.38519795195312,8.398224801928992,0.05347024330186281,0.05924797096709357,0.2480571077605738,8.185709473442412,0.3840963318782797,24.66522614449377,56.82876366474087,1.784695490225653,7.49339305270475,65.22302955584264,34.77697044415736,8.698386508270554,16.6882835386586,20.79876909889159,13.81906398010501,9.68193083954935,8.80501184609254,0.7123062797946911,79.20375209136233,25.82196054757451,105.0257126389369,59.56154400492473,25.81649796869102,14.34963446242971,0.2723235639545429,37.08530339495446,4.987671403558243,16.46851289584303,2.528509879271564,43.49568171236336,39.39986622161308,47.82331416280305,1.799122571168134,3.200844640011542,77.84049550465272,4.047943813077493,28.78251831255615,6.678918755861002,4.543382888170449,13.18930297525755,7.415191716232433,3.880720829425999,5.675744798053656,4.65420910086497,12.45991566715413,2.794591156199382,39.18772255411795,38.3929215494685,13.3483287538281,19.27900662989947,32.0674662766983,0.3005095382678322,31.40332872103928,0.1173839767592842,0.2144388849177984,0.1323028900066233,0.3467417749244218,0.04295335462420733,0.0191814598894361,0.06213481451364343,0.01180397531657606,0.008033260979336486,0.01983723629591255,0.00590198765828803,0.5518358460499309
