State name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Away_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,Male_Literate_pct,Female_Literate_pct,Male_SC_pct,Female_SC_pct,Male_ST_pct,Female_ST_pct,Male_Workers_pct,Female_Workers_pct,Main_Workers_pct,Marginal_Workers_pct,Non_Workers_pct,Cultivator_Workers_pct,Agricultural_Workers_pct,Household_Workers_pct,Other_Workers_pct,Hindus_pct,Muslims_pct,Sikhs_pct,Jains_pct,Buddhists_pct,Others_Religions_pct,Religion_Not_Stated_pct,LPG_or_PNG_Households_pct,Housholds_with_Electric_Lighting_pct,Households_with_Internet_pct,Households_with_Computer_pct,Rural_Households_pct,Urban_Households_pct,Below_Primary_Education_pct,Primary_Education_pct,Middle_Education_pct,Secondary_Education_pct,Higher_Education_pct,Graduate_Education_pct,Other_Education_pct,Literate_Education_pct,Illiterate_Education_pct,Total_Education_pct,Age_Group_0_29_pct,Age_Group_30_49_pct,Age_Group_50_pct,Age not stated_pct,Households_with_Bicycle_pct,Households_with_Car_Jeep_Van_pct,Households_with_Scooter_Motorcycle_Moped_pct,Households_with_Telephone_Mobile_Phone_Landline_only_pct,Households_with_Telephone_Mobile_Phone_Mobile_only_pct,Households_with_Television_pct,Households_with_Telephone_Mobile_Phone_pct,Households_with_Telephone_Mobile_Phone_Both_pct,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car_pct,Ownership_Owned_Households_pct,Ownership_Rented_Households_pct,Type_of_latrine_facility_Pit_latrine_Households_pct,Type_of_latrine_facility_Other_latrine_Households_pct,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households_pct,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households_pct,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households_pct,Main_source_of_drinking_water_Un_covered_well_Households_pct,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households_pct,Main_source_of_drinking_water_Spring_Households_pct,Main_source_of_drinking_water_River_Canal_Households_pct,Main_source_of_drinking_water_Other_sources_Households_pct,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households_pct,Location_of_drinking_water_source_Near_the_premises_Households_pct,Location_of_drinking_water_source_Within_the_premises_Households_pct,Main_source_of_drinking_water_Tank_Pond_Lake_Households_pct,Main_source_of_drinking_water_Tapwater_Households_pct,Main_source_of_drinking_water_Tubewell_Borehole_Households_pct,Location_of_drinking_water_source_Away_Households_pct,Power_Parity_Less_than_Rs_45000_pct,Power_Parity_Rs_45000_90000_pct,Power_Parity_Rs_90000_150000_pct,Power_Parity_Rs_45000_150000_pct,Power_Parity_Rs_150000_240000_pct,Power_Parity_Rs_240000_330000_pct,Power_Parity_Rs_150000_330000_pct,Power_Parity_Rs_330000_425000_pct,Power_Parity_Rs_425000_545000_pct,Power_Parity_Rs_330000_545000_pct,Power_Parity_Above_Rs_545000_pct,Total_Power_Parity_pct
MEGHALAYA,2072,2966889,1491832,1475057,1785005,913879,871126,17355,9157,8198,2555861,1269728,1286133,1185619,703709,481910,921575,264044,1781270,494675,198364,20488,472092,342078,130399,2213027,3045,9864,627,258271,9578,63768,327958,8079,40872,553593,167874,721467,487099,590822,403779,286005,135182,94205,18181,2015273,900507,2915780,2040423,632928,287754,5784,71766,28837,28858,8231,210473,13553,181191,231409,12705,338650,441123,84063,125335,7880,1792,46433,184572,99302,29283,102076,14143,14090,161080,232706,129528,30771,211347,14167,176065,503,1595,1021,2616,369,302,671,98,124,222,164,4176,61.2588414781289,59.05710762363759,0.6138090616101546,0.5557751327575816,85.1119965250779,87.19208817015208,47.17079403042702,32.67060188182558,31.06199793790735,8.899692573601506,60.03830948849115,16.67318864979445,6.685925897463639,0.6905549887441019,15.91202097550667,11.52985500974253,4.395142521341378,0.1026327577472565,0.02113324765436118,0.33246946549062,8.705111650621241,0.322829738490385,8.838657901192985,45.4571033740975,1.119801737293598,5.665123976564416,76.73157608040285,23.26842391959715,16.41783700030571,19.91385589417063,13.60950814135615,9.639895526930735,4.5563551585516,3.175211475724235,0.612796771298151,67.92545996833721,30.35189385244949,98.2773538207867,68.77314924825296,21.33305290491151,9.698846165124479,0.1949516817110448,9.947232513753228,3.99699501155285,3.999905747594831,1.140869921978414,29.17292128399497,25.11424638964776,32.07478651137197,1.760995305398584,1.878533598903346,61.14250547842105,11.65167637605046,17.37224294389071,1.092219048133872,0.2483828089157231,6.435914601776657,25.58287489240672,13.76390049718144,4.058813500825401,14.14839486767933,1.960311421035196,1.952965277691149,22.32673150677716,32.25455911358385,17.95341990693961,4.265059940371493,29.29406334593266,1.963637976511746,24.40374958244798,0.06971905852935754,0.2210773327123763,0.1415172142315588,0.3625945469439351,0.05114579045195414,0.04185915641325245,0.09300494686520659,0.01358343486257861,0.01718720329550762,0.03077063815808623,0.02273146242309073,0.5788206529196762
MIZORAM,2276,1097206,555339,541867,848175,438529,409646,1218,807,411,1036115,516294,519821,486705,290740,195965,415030,71675,610501,229603,41787,7852,207463,30136,14832,956331,286,93411,376,808,1026,116166,186155,5605,33650,123347,146084,269431,123782,220893,250675,162403,68119,52054,2565,880491,190080,1070571,680399,272113,144061,633,9425,16072,30575,3694,141254,17044,121725,160756,15808,203185,145538,70292,67604,1266,583,14706,14550,6059,3778,40707,17040,15324,77098,103156,68882,4027,129807,1961,49039,175,570,623,1193,224,119,343,92,132,224,175,2108,78.9660009471692,75.59899384904413,0.145316644427998,0.07584887066383449,92.96915937832567,95.93147395947715,52.35360743617862,36.1647784419424,37.82607823872636,6.532501645087613,55.64142011618603,20.926152427165,3.80849175086538,0.7156358969965531,18.90829980878705,2.746612760046883,1.351797201254824,0.02606620816874862,0.03426886108898421,8.513533465912507,0.073641595106115,0.09351024329068561,43.11530595959633,69.09190108042505,2.080309986601393,12.48928297040801,45.78055234921001,54.21944765078999,11.28156426414001,20.1323179056622,22.84666689755615,14.8015049133891,6.208405714150306,4.744232167888255,0.233775608226714,80.24846747101275,17.32400296753755,97.57247043855028,62.01196493639299,24.80053882315627,13.12980424824509,0.05769199220565692,3.49811268933419,5.965163622597252,11.3479889099621,1.371037482695013,52.42678088267498,45.17854292935854,59.66499771741189,5.867179352041896,6.325923891460151,54.01679836395961,26.08905434044338,25.09139631297067,0.4698791156177278,0.2163819308097435,5.458169252981283,5.400269456744027,2.248813239753406,1.402214296053535,15.10850644506386,6.324439281300222,5.68754152269041,28.61511852756365,38.28661141442522,25.56572925906818,1.494631278509154,48.17819775749636,0.7278301309055009,18.20094940819727,0.06495169449692129,0.2115569477899722,0.2312280324090398,0.442784980199012,0.08313816895605924,0.04416715225790648,0.1273053212139657,0.03414603367838148,0.04899213527767778,0.08313816895605924,0.06495169449692129,0.7823895542829147
NAGALAND,2926,1978502,1024649,953853,1342434,723957,618477,0,0,0,1710973,866027,844946,974122,547357,426765,741179,232943,1004380,537702,62962,22838,350620,173054,48963,1739651,1890,6759,2655,3214,2316,79824,326405,6935,35732,360385,174039,534424,226798,391795,406074,190484,103214,89079,7957,1415401,494894,1910295,1289918,475130,211983,1471,31453,31132,25274,5328,194245,13272,151670,212226,12653,306068,295232,85389,110689,4475,1208,40028,66116,76398,26603,22471,7950,10689,82169,169448,117149,41059,188593,17919,113368,439,1530,887,2417,392,129,521,117,125,242,146,3763,70.6541459563226,64.83986526225739,0.0,0.0,84.51938175902187,88.58241259397413,53.4189756687412,44.74117080933855,37.46162500720242,11.77370556107601,50.76466943172158,27.1772280240303,3.182306613791646,1.154307652961685,17.72148827749479,8.746718476908287,2.47475109956927,0.09552681776414682,0.1341924344782063,0.3416220959089251,0.1624461334888719,0.1170582592284466,14.93645494962801,61.07603700432615,1.297658787778992,6.686076972591051,67.43428438842567,32.56571561157433,11.46311704511797,19.80260823592799,20.52431587130061,9.627688018510975,5.216775115718862,4.502345714080653,0.4021729571160403,71.5390229577731,25.01357087331729,96.55259383109039,65.19669932100145,24.01463329326935,10.7143182064006,0.07434917932860316,5.885401853210185,5.825337185455743,4.729203778273431,0.9969612143167224,36.34660868523869,28.38008772061135,39.71116566621259,2.367595766657186,2.483421403230394,55.24302800772421,15.97776297471671,20.7118318039609,0.8373501190066314,0.2260377527955331,7.489933086837418,12.37145038396479,14.29539092555724,4.977882729817523,4.204713860155981,1.487582892983848,2.000097301019415,15.37524512372199,31.70665988054429,21.92060985285092,7.682851069562744,35.28902145113243,3.352955705582085,21.2131191712947,0.08214451446791311,0.2862895378950047,0.165973085041091,0.4522626229360956,0.07334999925153063,0.02413813750879451,0.09748813676032514,0.02189272936844154,0.02338966812867686,0.04528239749711839,0.02731913237429457,0.7041225693456881
NCT OF DELHI,846,16787941,8987326,7800615,12737767,7194856,5542911,2812309,1488800,1323509,0,0,0,5587049,4762026,825023,5307329,279720,11200892,33398,39475,181852,5332324,13712100,2158684,146093,570581,18449,166231,2197,13606,3003996,3310809,588951,972948,124422,4481133,4605555,1121440,2459701,2691147,2582915,2134748,2346885,224262,13561098,1982298,15543396,9665080,4762353,2343806,16702,1022199,692279,1298383,171323,2279781,766847,2939423,3031775,580671,2990741,2279303,941459,59339,69640,68424,31092,109349,626,457977,298,443,120728,162601,514341,2620082,41132,2716793,279589,206115,5202,15129,17127,32256,5301,5238,10539,4338,5103,9441,6921,64359,80.05558049190604,71.05735893900673,16.56555019813457,16.96672634144872,0.0,0.0,52.98601608531837,10.57638404151468,31.61393645593584,1.666195991515576,66.71986755254858,0.1989404180059961,0.235139020324172,1.08322992081042,31.76282308831083,81.67827132582846,12.85853935274135,3.398755094505038,0.9901809876505999,0.1098943580990665,0.01308677460803561,0.0810462700577754,65.22549399583764,71.8872969707234,12.78783990203135,21.12553210199422,2.701563655194651,97.29843634480535,6.680033007025697,14.65159426042777,16.03023860996414,15.38553774998375,12.71596081973364,13.97958808647231,1.335851728332855,80.77880426194017,11.80786851705042,92.58667277899059,57.57156282595942,28.36770155434785,13.96124754071985,0.09948807897287704,22.19491461941069,15.03139143925108,28.19167288198708,3.719920834731102,49.50067907125199,63.82342627544346,65.82865691539891,12.6080570094158,16.65047969245835,49.4903003003981,20.44181428731174,1.288422350835024,1.512087034027386,1.485684135788195,0.6750977895172243,2.37428496674125,0.01359228149484698,9.944013262245267,0.006470447101380833,0.009618819013126539,2.621356166629212,3.530540836012164,11.16783970661516,56.88960396738286,0.8930954032684444,58.98948118087831,6.070690720228073,4.475356390272182,0.1129505564475943,0.3284946113986262,0.3718770050515084,0.7003716164501347,0.1151001345114758,0.1137322211980966,0.2288323557095725,0.09419060243553709,0.1108009783837127,0.2049915808192498,0.150275048284083,1.397421157710634
ORISSA,11535,41974218,21212136,20762082,26742595,15089681,11652914,7188463,3617808,3570655,9590756,4727732,4863024,17541589,11902655,5638934,10707543,6834046,24432629,4103989,6739993,783080,5914527,39300341,911670,1161708,21991,13852,9420,478317,76919,949203,4155886,135393,491066,10554975,2204158,12759133,5501486,8066601,6700024,4093205,1829576,1689899,430264,28311055,13705186,42016241,23359384,11179683,7315980,119171,5894822,172660,1401091,176200,3441856,203125,2581277,3846884,228828,2129296,8728383,645697,337593,81285,30567,150103,7399391,1670951,5933204,175596,166557,75069,503516,4081087,2161677,86294,1337028,1929000,3418321,12551,15919,8744,24663,4766,3916,8682,987,1597,2584,1351,49831,71.1370179787646,56.12594151203141,17.05536868140012,17.19796213115814,22.28786389074632,23.4226220665153,56.11247731015867,27.15977135626379,25.50980937870004,16.28153263033989,58.20865799096006,9.777404310426938,16.057459367081,1.865621415507967,14.09085691602402,93.62971574598483,2.171976140210641,0.05239168481947656,0.02244234782408573,0.0330012104096853,1.139549520612868,0.1832529673334236,7.439400467100704,32.57185264860865,1.061145769073808,3.848741133116176,82.72486069390452,17.27513930609549,13.10682190672379,19.21798995754965,15.9622366282083,9.751712348756563,4.358809019384233,4.026040461313657,1.025067340146754,67.44867766208294,32.65143855687793,100.1001162189609,55.65174317243981,26.63464272282571,17.42969934544105,0.283914759293431,46.20080376934703,1.353226743541274,10.98108311904892,1.38097157541974,26.9756260084443,20.23081819117333,30.15004232654366,1.793444742679616,1.591996885681809,68.40890364572577,5.060665172155506,2.64589294586082,0.6370730675822566,0.2395695694997458,1.176435734308906,57.99289810679142,13.09611711077861,46.5016235821039,1.376237711449516,1.305394339881871,0.5883550238092197,3.946318296078582,31.98561375604439,16.94219348603075,0.6763312209379744,10.47898787480309,15.11858211682565,26.79116990159128,0.09836875279848559,0.1247655306986768,0.06853130224443933,0.1932968329431161,0.03735363523524678,0.03069174057516291,0.06804537581040969,0.007735635328826811,0.01251652443782818,0.02025215976665499,0.01058849374796861,0.390551615066635
PONDICHERRY,2542,1247953,612511,635442,957309,497378,459931,196325,95512,100813,0,0,0,444968,332931,112037,399689,45279,802985,12099,68391,7892,356586,1089409,75556,78550,297,451,1400,168,2122,212517,294205,18086,40958,122914,265085,387999,87059,177650,200672,198755,107261,161376,24537,957310,197494,1154804,627771,387613,231468,1101,155259,16879,140352,15439,188881,31804,246521,243629,39309,206221,195610,93807,2318,859,638,930,81781,5336,7646,56,13,838,917,64688,233153,10,287026,4163,3435,1937,7324,8011,15335,4775,2854,7629,1974,3417,5391,4679,34971,81.20311308694865,72.37969791106033,15.59351587155169,15.86501993887719,0.0,0.0,54.35510545933052,17.63134951734383,32.02756834592329,3.628261641263734,64.34417001281298,0.9695076657534378,5.480254464711411,0.6323956110526598,28.57367224566951,87.29567539803182,6.054394676722601,0.02379897319850988,0.1121837120468479,0.03613918152366315,0.01346204544562175,0.1700384549738652,54.77256384681404,75.8262263562535,4.661352219979949,10.55621277374426,31.67894762615368,68.32105237384633,6.976144133633237,14.23531174651609,16.08009275990362,15.92648120562233,8.594955098469253,12.93125622519438,1.966179816066791,76.7104209854057,15.82543573355727,92.53585671896298,50.30405792525841,31.05990369829633,18.54781390004271,0.08822447640255683,40.01530931780752,4.350268943992123,36.17328910641523,3.97913396684012,48.68079556906075,63.53650396006175,62.79114121428147,10.13121167838061,8.19692834259882,50.41507838937729,24.17712416784579,0.5974242201655159,0.2213923231760906,0.1644334134881791,0.2396913394106686,21.07763164338052,1.375261276446589,1.970623635627927,0.01443302688924456,0.003350524099288916,0.2159799380926239,0.2363408153113797,16.67220791806164,60.09113425550066,0.002577326230222243,73.97596385557694,1.07294090964152,0.8853115600813404,0.4992280907940484,1.887633731014771,2.064696043031039,3.952329774045809,1.230673274931121,0.7355689061054281,1.966242181036549,0.5087641978458708,0.8806723728669403,1.389436570712811,1.205930943120987,9.013167559710206
PUNJAB,890,27743338,14639465,13103873,18707137,10436056,8271081,8860179,4639875,4220304,0,0,0,9897362,8074157,1823205,8450936,1446426,17845976,1934511,1588455,385960,5988436,10678138,535489,348230,16004754,33237,45040,10886,87564,2949753,5225793,292111,690096,4668757,3178690,7847447,2422485,4060061,3439808,3946146,2426383,1574711,308408,18178002,7079622,25257624,15143130,7481850,5076836,41522,3589937,709711,2566796,361086,3368428,543122,4468245,4442740,713226,4289132,4807947,474187,1040419,41199,28274,178623,1053245,11315,2519267,1668,12114,89659,108040,538325,4648254,4599,2758111,1182986,223120,3017,11530,15827,27357,9200,6311,15511,7349,10597,17946,9560,73388,71.2871406161359,63.11936173374085,31.69429347315629,32.20653924225304,0.0,0.0,55.15336113717271,13.91348191485067,30.4611362915306,5.213597585121156,64.32526612334824,6.972884805714438,5.725536703622326,1.391180830511455,21.58513153680354,38.48901671457126,1.930153466032097,57.68863862019775,0.1623452808742769,0.1198017340234978,0.0392382488365315,0.3156217179057546,37.58869604343935,66.59226879773766,3.72236983569306,8.793891822397782,59.49396026503906,40.50603973496094,8.731771930255833,14.63436375247997,12.39868108156272,14.22376067364352,8.745822150168086,5.675996882566907,1.111647055592229,65.52204352626926,25.518277577125,91.04032110339426,54.5829416777462,26.96809590828616,18.29929765480996,0.149664759157676,45.74655935873157,9.043845724603173,32.70867582794762,4.601318110208327,42.9238706550041,56.93883628650184,56.61382612714683,9.088637361934397,6.921002461055169,61.26765813136426,6.042563906452634,13.25805704708805,0.5249987671149611,0.360295520313804,2.276192499293082,13.4214987371052,0.1441870203137403,32.103013884643,0.0212553203608766,0.154368675570539,1.14252444138839,1.376753484286036,6.859874300520922,59.23269058077104,0.05860504696622992,35.14660245555019,15.07478801704554,2.843217673212702,0.03844562441772464,0.1469267648446686,0.2016834264697806,0.3486101913144491,0.1172355799280964,0.08042105923111045,0.1976566391592068,0.0936482909664761,0.1350375478802214,0.2286858388466975,0.1218230591426741,0.9351831238872973
RAJASTHAN,3795,68548437,35550997,32997440,38275282,23688412,14586870,12221593,6355564,5866029,9238534,4742943,4495591,29886255,18297076,11589179,21057968,8828287,38662182,13618870,4939664,720573,10607148,60657103,6215377,96430,872930,12185,622023,4676,67713,2873314,8430040,226501,869923,13296654,4774309,18070963,10023840,9701209,7804790,4979245,3241557,3500508,538033,39789182,30026672,69815854,42814434,15938006,9526395,269602,3598136,586254,3026614,312904,7861580,447438,4727542,8882714,708230,4399688,11728014,673787,816719,105414,94061,232167,8095074,1209912,4715973,9213,105638,545324,1397763,4909095,4408822,737588,5105877,1537886,3263386,10831,32555,30478,63033,6317,4698,11015,5076,8235,13311,10589,108763,66.63220162292495,44.20606568267115,17.87731578948405,17.77722453620645,13.34123765924202,13.62405992707313,51.46712481790595,35.12144881542326,30.71983683595879,12.87890342415831,56.40125973988292,19.86751353645015,7.20609282455266,1.0511880817939,15.47394581732039,88.48794466312923,9.067131610892893,1.273449896457887,0.9074211276327132,0.01777575176513507,0.006821453857511004,0.09878124573431193,15.90017089847398,46.64964451534763,1.253397508478104,4.813927182519271,73.58021816546247,26.41978183453754,14.62300300151264,14.15234165003645,11.38580300525306,7.263834476634383,4.728856180922112,5.106619717674963,0.7848946285967103,58.04535266063032,43.80358373452045,101.8489363951508,62.45865824774386,23.25072123818082,13.89731905922231,0.3933014548530115,19.91114695990468,3.244176859860761,16.74849314892626,1.731529194099949,43.50393501442065,26.16098544388586,49.15462446577972,3.919160257259118,2.476005290918918,64.8997731886231,3.728561671007793,4.519510111331643,0.5833336054088539,0.5205090619686399,1.284751675934481,44.79602996254267,6.695337708344597,26.09696561273464,0.05098234111817949,0.5845731630350857,3.017680906103344,7.734856188903713,27.16565243368602,24.39727202141911,4.081619778647104,28.25459274085172,8.510260355245041,18.05872769481073,0.05993593147194202,0.1801508862588009,0.168657309519144,0.348808195777945,0.03495663180761313,0.02599750771444776,0.06095413952206089,0.02808926120871367,0.04557034398222165,0.07365960519093531,0.05859676653645963,0.6018660986688977
SIKKIM,970,610577,323070,287507,444952,251269,193683,28275,14454,13821,206360,105261,101099,308138,194358,113780,230397,77741,302439,117401,25986,5143,159608,352662,9867,60522,1868,167216,314,16300,1828,52871,118578,4284,14834,115395,53627,169022,94633,125319,94096,54858,34950,32907,3970,440733,98437,539170,364810,161866,82725,1176,1135,10599,3630,2249,86696,5021,70100,93491,4546,111734,82619,39144,15365,219,93,4384,14512,214,74,14163,533,2502,18004,38007,67403,806,109268,53,22721,142,324,215,539,87,84,171,19,15,34,29,913,77.77540471105333,67.36635977558807,4.473953013278856,4.80718730326566,32.58148388894048,35.16401339793466,60.15971770823661,39.57468861627717,37.73430705709517,12.7323826478888,49.53331029501602,19.22787789255081,4.255974266963872,0.8423180041174169,26.14051954135187,57.75880847133121,1.616012394833084,0.3059401189366779,0.05142676517458076,27.38655403004044,2.669605962884288,0.2993889386596613,31.28054336121925,70.15536439043439,2.534581297109252,8.776372306563642,68.2721775863497,31.72782241365029,15.49894607887293,20.52468402838626,15.41099648365399,8.984616190914496,5.724093767043305,5.389492234394679,0.6502046424939033,72.18303342575958,16.12196332321722,88.30499674897678,59.74840192146118,26.51033366798946,13.54865971040508,0.1926047001442897,0.6715102176048088,6.270781318408254,2.147649418418904,1.330596017086533,51.29273112375904,41.47389097277278,55.31291784501425,2.689590704168688,2.970619209333696,48.8806190910059,23.15911538142964,9.09053259339021,0.1295689318550248,0.05502242311651738,2.593745192933465,8.585864562009679,0.1266107370638142,0.04378128290991706,8.379382565583178,0.3153435647430512,1.48028067352179,10.65186780419117,22.48642188590834,39.87824070239377,0.4768610003431507,64.64720568920022,0.03135686478683248,13.44262877021926,0.08401273207038137,0.1916910224704476,0.1272023760220563,0.3188933984925039,0.05147258936706464,0.04969767249233827,0.1011702618594029,0.01124114020660032,0.008874584373631835,0.02011572458023216,0.01715752978902155,0.5401663688750576
TAMIL NADU,19760,72147030,36137975,36009055,51837507,28040491,23797016,14438445,7204687,7233758,794697,401068,393629,32884681,21434978,11449703,27942181,4942500,39262349,4248457,9606547,1364893,17664784,63188168,4229479,4418331,14601,11186,89265,7414,188586,8864716,17265059,772257,1956630,11937264,11229457,23166721,5073396,12042684,11777047,10557632,5628815,7131256,1228196,53439026,14612434,68051460,36336584,21429281,14314360,66805,8365803,794957,5977406,1052287,11482800,1174257,16080190,13850821,1315734,8930581,13786507,4321071,1102422,203134,149455,209644,8454702,710033,2361219,41088,40405,267489,440884,10744728,6450541,91902,14752606,1507857,1297734,13319,44103,37180,81283,22188,12888,35076,8312,15348,23660,15362,168697,77.59286733692188,66.08619970726808,19.93660961910566,20.08871935128539,1.109824222303546,1.093138934081997,59.31427535715545,31.79673279401528,38.72949586420952,6.850593849809202,54.41991028598127,5.888609690516713,13.31523556825555,1.89182146513862,24.48442299010784,87.5824936937806,5.862305073403576,0.02023783931230433,0.1237265068291793,0.01550444973271942,0.01027623728932432,0.2613912173515667,38.26487140756778,74.52525974651311,3.333475635157863,8.445865083798436,51.52763742438993,48.47236257561007,7.032023355639172,16.69186382308461,16.32367541671501,14.63349496160826,7.801866549461566,9.88433758118664,1.702351434286346,74.06961312198159,20.25368750453068,94.32330062651228,50.36462900829043,29.70223583701228,19.84053952047645,0.09259563422084041,36.11129516343724,3.431461016861212,25.80169200466479,4.542235390152969,49.56592691732249,69.41072929569964,59.78757632554041,5.679414018064965,5.068723364001318,59.50996258814529,18.65206129084906,4.758644954544926,0.8768353536091708,0.6451279833689023,0.9049360071285012,36.49503095410007,3.064883459338074,10.19228832600004,0.1773578574197013,0.174409662895323,1.154626069006486,1.903091939510991,46.38001208716589,27.8439965673174,0.3966983501894808,63.68016431846354,6.508719986743053,5.601716358564512,0.05749195149369649,0.1903722153860272,0.1604888322348251,0.3508610476208524,0.09577531494422538,0.05563152420232453,0.1514068391465499,0.03587905254265375,0.06625020433405314,0.1021292568767069,0.06631063584699794,0.7281867813748869
TRIPURA,1162,3673917,1874376,1799541,2804783,1501369,1303414,654918,334370,320548,1166813,588327,578486,1469521,1045326,424195,1077019,392502,2204396,295947,353618,41496,778460,3063903,316042,159882,1070,125385,860,1514,5261,148637,576787,8612,61956,748686,318177,1066863,572033,908733,887990,295040,151689,137119,23264,2975868,733386,3709254,2093146,1010551,568604,1616,331560,18443,69463,17491,360143,12784,377988,405115,27481,725092,774211,46693,507359,8323,3760,60238,96619,206233,289345,15960,15414,7622,43071,257323,312494,4075,279789,136980,272964,671,1900,1330,3230,456,420,876,100,124,224,237,5238,80.09967050367696,72.43035863033963,17.83900348702715,17.8127644771639,31.38788588842367,32.14630841975815,55.76928001638946,23.57239985085086,29.31527848887169,10.6834748852519,60.00124662587641,8.055353455181487,9.625094959956906,1.12947570671847,21.18882925226672,83.39608652019085,8.60231736318485,0.02912422899047529,0.02340825881477453,3.412842478477331,0.0412094230762426,0.1431986623541033,13.93215436283759,54.06383012626739,0.8072264198870894,5.807306092722309,70.17639565717435,29.82360434282565,15.57011222626967,24.73471774130989,24.17011598247865,8.030665907803579,4.128808571342248,3.73222911677101,0.6332206198452497,80.9998701658203,19.96196430131655,100.9618344671368,56.97314337803494,27.5060922715456,15.47677859897216,0.04398575144729726,31.07802970015832,1.728713058752623,6.510957826825001,1.639479483307604,33.75719281669718,35.42985369255472,37.97254192900119,2.575869628996413,1.198279441690264,72.56892403242028,4.376663170435192,47.55615294559845,0.7801376559127086,0.3524351299089011,5.646273232833082,9.056364312943648,19.33078567726128,27.12110177220505,1.495974647166506,1.444796567131862,0.7144310000440544,4.037163159655925,24.11959173764579,29.2909211398277,0.3819609453135032,26.22539163885148,12.83951172737268,25.58566563841843,0.06289467344916827,0.1780922199007745,0.1246645539305422,0.3027567738313167,0.04274213277618588,0.03936775387280279,0.08210988664898868,0.009373274731619712,0.01162286066720844,0.02099613539882815,0.02221466111393872,0.4909721304422405
